,Domain_Name,Org_Number,Company,Reg_Date,Website
884,soroptimistnorway.no,994774700,STEINKJER SOROPTIMISTKLUBB,2009-11-25,soroptimistnorway.no
885,soroptimistnorway.no,993278033,TRYSIL SOROPTIMISTKLUBB,2008-11-27,soroptimistnorway.no
886,soroptimistnorway.no,913186028,LARVIK SOROPTIMISTKLUBB,2014-02-25,soroptimistnorway.no
895,sos-barnebyer.no,993803200,SOS-BARNEBYER AGDER,2009-02-28,sos-barnebyer.no
896,sos-barnebyer.no,911920514,SOS-BARNEBYER FINNMARK,2013-05-08,sos-barnebyer.no
897,sos-barnebyer.no,895606472,SOS-BARNEBYER TROMS,2010-06-09,sos-barnebyer.no
898,sos-barnebyer.no,995080834,SOS-BARNEBYER VESTFOLD,2010-01-25,sos-barnebyer.no
899,sos-barnebyer.no,993801534,SOS-BARNEBYER ØSTFOLD,2009-02-28,sos-barnebyer.no
900,sos-barnebyer.no,993802905,"SOS-BARNEBYER, AKERSHUS",2009-02-28,sos-barnebyer.no
901,sos-barnebyer.no,993939064,"SOS-BARNEBYER, BUSKERUD",2009-04-02,sos-barnebyer.no
902,sos-barnebyer.no,994784609,"SOS-BARNEBYER, HEDMARK",2009-11-17,sos-barnebyer.no
903,sos-barnebyer.no,993795305,"SOS-BARNEBYER, HORDALAND",2009-02-26,sos-barnebyer.no
904,sos-barnebyer.no,993802697,"SOS-BARNEBYER, TELEMARK",2009-02-28,sos-barnebyer.no
905,sos-barnebyer.no,993827460,SOS-BARNEBYER OSLO,2009-03-05,sos-barnebyer.no
906,sos-barnebyer.no,993881201,"SOS-BARNEBYER, MØRE OG ROMSDAL",2009-03-19,sos-barnebyer.no
907,sos-barnebyer.no,993803022,"SOS-BARNEBYER, NORD-TRØNDELAG",2009-02-28,sos-barnebyer.no
908,sos-barnebyer.no,993802689,"SOS-BARNEBYER, NORDLAND",2009-02-28,sos-barnebyer.no
909,sos-barnebyer.no,993840475,"SOS-BARNEBYER, ROGALAND",2009-03-09,sos-barnebyer.no
910,sos-barnebyer.no,993803065,"SOS-BARNEBYER, SVALBARD",2009-02-28,sos-barnebyer.no
911,sos-barnebyer.no,993811726,"SOS-BARNEBYER, SØR-TRØNDELAG",2009-03-03,sos-barnebyer.no
912,sos-rasisme.no,994644211,BUSKERUD FYLKESLAG AV SOS RASISME,2009-10-19,sos-rasisme.no
913,sos-rasisme.no,995721716,BYÅSEN LOKALLAG AV SOS RASISME,2010-08-09,sos-rasisme.no
914,sos-rasisme.no,894865512,HORDALAND SOS RASISME,2010-02-20,sos-rasisme.no
915,sos-rasisme.no,995661195,IB-LAGET VED KATEDRALSKOLEN AV SOS RASISME,2010-08-09,sos-rasisme.no
916,sos-rasisme.no,988042110,JOBBSERVICE SOS RASISME,2005-04-23,sos-rasisme.no
917,sos-rasisme.no,993271950,SANDNES SOS RASISME,2008-12-13,sos-rasisme.no
918,sos-rasisme.no,995661241,SJETNEMARKA LOKALLAG AV SOS RASISME,2010-08-09,sos-rasisme.no
919,sos-rasisme.no,995661136,SKOLELAGET SCHØNNING AV SOS RASISME,2010-08-09,sos-rasisme.no
920,sos-rasisme.no,895721662,STUDENTLAGET HIST AV SOS RASISME,2010-08-09,sos-rasisme.no
921,sos-rasisme.no,995640007,STUDENTLAGET KVAKIUTL AV TRONDHEIM SOS RASISME,2010-06-23,sos-rasisme.no
922,sos-rasisme.no,997372689,TROMS SOS RASISME,2011-10-01,sos-rasisme.no
923,sos-rasisme.no,895661112,TRONDHEIM KURDISK LOKALLAG AV SOS RASISME,2010-08-09,sos-rasisme.no
924,sos-rasisme.no,995623536,TRONDHEIM MIDTBYEN HJEPLELAG AV SOS RASISME,2010-08-09,sos-rasisme.no
925,sos-rasisme.no,995661217,TRONDHEIM SØRSIDA LOKALLAG AV SOS RASISME,2010-08-09,sos-rasisme.no
926,sos-rasisme.no,995798980,TRONDHEIM ØSTSIDA LOKALLAG AV SOS RASISME,2010-08-09,sos-rasisme.no
927,sos-rasisme.no,995721759,TRØNDELAG ANTINAZILAG AV SOS RASISME,2010-08-09,sos-rasisme.no
928,sos-rasisme.no,995798913,TRØNDELAG AOI-LAG AV SOS RASISME,2010-08-09,sos-rasisme.no
929,sos-rasisme.no,994743678,TØNSBERG SOS RASISME,2009-11-10,sos-rasisme.no
930,sos-rasisme.no,997234456,FLAGG SOS RASISME,2011-08-17,sos-rasisme.no
931,sos-rasisme.no,993036072,SOS RASISME,2008-10-07,sos-rasisme.no
935,teambygg.no,967592196,TEAM BYGG AS,1995-02-20,teambygg.no
936,teambygg.no,983069452,TEAM BYGG PROSJEKT AS,2001-03-22,teambygg.no
973,telehuset.no,958100132,TELE OG DATASERVICE AS,1995-02-19,telehuset.no
974,telehuset.no,992129824,MOBILTEK AS,2008-01-07,telehuset.no
979,telepensjonistene.no,913552571,LILLEHAMMER TELEPENSJONISTFORENING,2014-06-03,telepensjonistene.no
980,telepensjonistene.no,996171639,TELEPENSJONISTENE TROMSØ,2011-04-09,telepensjonistene.no
981,telepensjonistene.no,914259282,TELEPENSJONISTENES FORENING FORNEBU,2014-11-05,telepensjonistene.no
982,telepensjonistene.no,998247063,TELEPENSJONISTENES FORENING HAMAR,2012-04-28,telepensjonistene.no
983,telepensjonistene.no,998052742,TELEPENSJONISTENES FORENING STAVANGER,2012-03-12,telepensjonistene.no
984,telepensjonistene.no,816900522,TELEPENSJONISTENES FORENING ÅLESUND,2016-03-16,telepensjonistene.no
985,telepensjonistene.no,977504627,TELEPENSJONISTENES LANDSFORBUND,1997-05-05,telepensjonistene.no
986,telepensjonistene.no,913282558,TELEPENSJONISTENE I KRISTIANSAND,2014-05-31,telepensjonistene.no
992,televenture.no,998080037,IN THE CLOUD AS,2012-03-10,televenture.no
993,televenture.no,997067681,TELEVENTURE MANAGEMENT X AS,2011-06-23,televenture.no
994,televenture.no,896400312,NORSK INNOVASJONSKAPITAL II AS,2011-01-11,televenture.no
995,televenture.no,997067738,NORSK INNOVASJONSKAPITAL III AS,2011-06-23,televenture.no
996,televenture.no,915350879,NORSK INNOVASJONSKAPITAL IV AS,2015-05-07,televenture.no
1000,temaeiendom.no,997020987,ELVESLETTA EIENDOM 1 AS,2011-07-01,temaeiendom.no
1001,temaeiendom.no,993970212,MØLLA SENTER AS,2009-04-21,temaeiendom.no
1002,temaeiendom.no,918197222,NORGESBAKERIENE ROMEDAL AS,2016-12-19,temaeiendom.no
1003,temaeiendom.no,814451232,RINGSAKER HANDELSPARK AS,2014-11-25,temaeiendom.no
1004,temaeiendom.no,981454979,SKAUN EIENDOM AS,2000-01-19,temaeiendom.no
1005,temaeiendom.no,990523754,TEMA UTVIKLING AS,2006-11-20,temaeiendom.no
1015,tent.no,923995153,TENT NORGE AS,2020-01-10,tent.no
1016,tent.no,882912272,TENT AS,2001-02-27,tent.no
1018,teppeland.no,897131072,TEPPELAND AS,2011-07-11,teppeland.no
1019,teppeland.no,992969210,TEPPELAND DRAMMEN AS,2008-08-13,teppeland.no
1020,teppeland.no,985094195,TEPPELAND HØVIK AS,2002-11-21,teppeland.no
1027,tertnes.no,981208226,TERTNES FOTBALL DAMER,1999-12-07,tertnes.no
1028,tertnes.no,981303059,TERTNES IDRETTSLAG ALLIANSE,2000-01-10,tertnes.no
1029,tertnes.no,981916026,TERTNES HÅNDBALL,2000-05-26,tertnes.no
1030,tertnes.no,981214013,TERTNES TURN,1999-12-10,tertnes.no
1033,tess.no,981630084,RIGGSHOP AS,2000-03-02,tess.no
1034,tess.no,913071271,TESS SUBSEA AS,2014-01-14,tess.no
1035,tess.no,982398940,TESS-HUSET AS,2000-10-12,tess.no
1037,tf.no,987997699,TF EIENDOM AS,2005-03-17,tf.no
1038,tf.no,933644154,TRANSPORT-FORMIDLINGEN SA,1995-02-19,tf.no
1048,theapartmentscompany.no,898594882,NORWEGIAN APARTMENTS AS,2012-07-07,theapartmentscompany.no
1049,theapartmentscompany.no,913532244,THE APARTMENTS COMPANY AS,2014-04-24,theapartmentscompany.no
1052,thema.no,994930656,THEMA HOLDING DA,2009-12-26,thema.no
1053,thema.no,895144932,THEMA CONSULTING GROUP AS,2010-02-08,thema.no
1065,thermtech.no,934076990,THERMTECH HOLDING AS,1995-03-12,thermtech.no
1066,thermtech.no,984301677,THERMTECH AS,2002-03-16,thermtech.no
1071,this.no,914818443,FORELDRERÅDET MED FORELDRERÅDETS ARBEIDSUTVALG VED TRONDHEIM INTERNATIONAL SCHOOL,2015-04-30,this.no
1072,this.no,886847262,STIFTELSEN TRONDHEIM INTERNATIONAL SCHOOL,2004-05-05,this.no
1073,thomasangell.no,999332447,ROLSETVEIENE SA,2013-05-25,thomasangell.no
1074,thomasangell.no,938662843,THOMAS ANGELLS STIFTELSER,1995-03-12,thomasangell.no
1081,thorsengruppen.no,977533678,THORSEN GRUPPEN AS,1997-05-15,thorsengruppen.no
1082,thorsengruppen.no,984060017,THORSEN KONTORSYSTEMER AS,2002-01-10,thorsengruppen.no
1083,thorsengruppen.no,984039514,THORSEN KONTORMASKINER AS,2002-01-05,thorsengruppen.no
1084,thorsengruppen.no,984060041,THORSEN MASKIN & MILJØ AS,2002-01-10,thorsengruppen.no
1085,thune.no,996661725,GULLGRUVEN SHAD AS,2011-03-07,thune.no
1086,thune.no,933312402,N M Thune AS,1995-02-19,thune.no
1087,thune.no,993257044,SØSTRENE GILL AS,2008-11-17,thune.no
1107,time-kyrkja.no,976993608,TIME SOKN,1997-01-27,time-kyrkja.no
1108,time-kyrkja.no,984358849,UNDHEIM SOKN,2002-03-22,time-kyrkja.no
1109,time-kyrkja.no,976993616,TIME KYRKJELEGE FELLESRÅD,1997-01-27,time-kyrkja.no
1120,tingvollost.no,985745714,TINGVOLLOST Waagen,2003-05-31,tingvollost.no
1121,tingvollost.no,913864549,TINGVOLLOST AS,2014-07-28,tingvollost.no
1122,tinnenergi.no,982173329,TINN ENERGI OG FIBER AS,2000-07-04,tinnenergi.no
1123,tinnenergi.no,983771408,TINN ENERGI PRODUKSJON AS,2001-10-27,tinnenergi.no
1131,tlh.no,997077636,JARLEVEIEN 44 AS,2011-06-27,tlh.no
1132,tlh.no,997136551,TRONDHEIM LEILIGHETSHOTELL AS,2011-07-14,tlh.no
1138,tms.no,993041076,FAMILIETERAPEUT LILLIAN KALLASTEN,2008-10-08,tms.no
1139,tms.no,980354830,"MESTRINGSKLINIKKEN/IDRETTSMEDISINSK KLINIKK, INGVAR LONA",1998-12-11,tms.no
1140,tms.no,987808756,Psykolog Anne Røise,2005-01-31,tms.no
1149,tollerodden.no,995638819,TOLLERODDENS VENNER,2010-06-22,tollerodden.no
1150,tollerodden.no,980287173,STIFTELSEN TOLLERODDEN KIRKESTREDET 9,1998-11-22,tollerodden.no
1151,tollkonsult.no,985675139,ASTAD TOLLKONSULT,2003-05-12,tollkonsult.no
1152,tollkonsult.no,987690232,TOLLKONSULT AS,2005-01-06,tollkonsult.no
1158,tombre.no,978623859,SAMLAKS AS,1997-06-12,tombre.no
1159,tombre.no,871596832,FJORD DRIFT AS,1995-02-19,tombre.no
1162,tommen.no,977051444,TOMMEN GRAM HOLDING AS,1996-12-31,tommen.no
1163,tommen.no,912038084,BEWI BUILDING & INDUSTRY AS,1995-02-19,tommen.no
1164,tommen.no,977051371,BEWI FOIL AS,1996-12-31,tommen.no
1168,tonje.no,852229772,TONJE - WEST DESIGN AS,1995-03-12,tonje.no
1169,tonje.no,945072725,TONJE STOFF & SYMASKINER AS,1995-02-19,tonje.no
1175,tonsbergtaxi.no,991722645,TAXI Z-256 TAHA AHMED QADORI,2007-10-01,tonsbergtaxi.no
1176,tonsbergtaxi.no,977199379,TØNSBERG TAXI AS,1997-01-31,tonsbergtaxi.no
1194,torghatten-nord.no,994812653,TORGHATTEN DRIFT AS,2009-11-25,torghatten-nord.no
1195,torghatten-nord.no,993205117,TORGHATTEN NORD AS,2008-10-15,torghatten-nord.no
1192,torghatten.no,916819927,TORGHATTEN AS,1995-02-19,torghatten.no
1193,torghatten.no,887378002,MARITIME VENTURE AS,2004-10-23,torghatten.no
1202,torpomoen.no,989503154,TORPOMOEN DRIFT AS,2006-04-03,torpomoen.no
1203,torpomoen.no,985590958,TORPOMOEN EIGEDOM AS,2003-05-13,torpomoen.no
1204,torsbygg.no,858595312,TORSBYGG AS,1995-02-19,torsbygg.no
1205,torsbygg.no,863530792,TORSBYGG EIENDOM AS,1995-03-12,torsbygg.no
1206,torsbygg.no,988959243,DØSCHERHOLMEN KYSTFERIE AS,2005-12-13,torsbygg.no
1207,torsbygg.no,990149607,TB. INVEST AS,2006-08-18,torsbygg.no
1210,torvmoen.no,991138366,TORVMOEN UTBYGGING AS,2007-04-16,torvmoen.no
1211,torvmoen.no,995856492,TORVMOEN VELFORENING,2010-09-02,torvmoen.no
1230,vbbl.no,947224999,A/L RYGGE HAVEBY BORETTSLAG,1995-02-19,vbbl.no
1231,vbbl.no,921707487,AKEBAKKEN VÅLER BOLIGSAMEIE,2018-11-20,vbbl.no
1232,vbbl.no,986723021,AKSEL OLSENSVEG BORETTSLAG,2004-05-11,vbbl.no
1233,vbbl.no,948588757,AL DALEN BORETTSLAG,1995-02-19,vbbl.no
1234,vbbl.no,948588579,AL NORDSKOGEN BORETTSLAG,1995-02-19,vbbl.no
1235,vbbl.no,949000680,AL RØRSKOGEN BORETTSLAG,1995-02-19,vbbl.no
1236,vbbl.no,948589095,AL SANDBEKK BORETTSLAG,1995-02-19,vbbl.no
1237,vbbl.no,931360868,AL SENTRUM BORETTSLAG,1995-02-19,vbbl.no
1238,vbbl.no,943608490,AL SOLBORG BORETTSLAG,1995-02-19,vbbl.no
1239,vbbl.no,848703362,AL SOLHØIDA BORETTSLAG,1995-02-19,vbbl.no
1240,vbbl.no,948588846,AL SOLLISKOGEN BORETTSLAG,1995-02-19,vbbl.no
1241,vbbl.no,948702665,AL TOPPEN BORETTSLAG,1995-02-19,vbbl.no
1242,vbbl.no,848588482,AL UTSIKTEN BORETTSLAG,1995-02-19,vbbl.no
1243,vbbl.no,987078057,AUGERØD BORETTSLAG,2004-08-16,vbbl.no
1244,vbbl.no,947321188,BERGERSBORG BORETTSLAG,1995-02-19,vbbl.no
1245,vbbl.no,916373783,BOLIGSAMEIET GATUTUNET,2015-12-10,vbbl.no
1246,vbbl.no,996063100,BOLIGSAMEIET SOLSTADTUNET,2010-10-25,vbbl.no
1247,vbbl.no,996906507,BOLIGSAMEIET STORGATA 7 MOSS,2011-07-11,vbbl.no
1248,vbbl.no,977349753,BORETTSLAGET FJELLOM BO OG OMSORGSBOLIGER,1997-03-26,vbbl.no
1249,vbbl.no,989952722,BORETTSLAGET VANSJØ TERRASSE,2006-07-10,vbbl.no
1250,vbbl.no,987541628,BRANDALEN BORETTSLAG,2004-12-02,vbbl.no
1251,vbbl.no,993450626,BREDSANDSENTERET SAMEIE,2009-01-06,vbbl.no
1252,vbbl.no,986299939,BRÅTEN BORETTSLAG,2004-02-03,vbbl.no
1253,vbbl.no,947084496,BRÅTENSKOGEN BORETTSLAG,1995-02-19,vbbl.no
1254,vbbl.no,990798664,BÅTFORENINGEN SJEKTA,2007-02-10,vbbl.no
1255,vbbl.no,948206943,Carl Sibberns veg Borettslag,1995-02-19,vbbl.no
1256,vbbl.no,947084585,CARSTEN ANKERS GATE 25/37 BORETTSLAG,1995-02-19,vbbl.no
1257,vbbl.no,948205416,Carsten Ankersgate 7/17 borettslag,1995-02-19,vbbl.no
1258,vbbl.no,990694826,EIERSEKSJONSSAMEIET DRONNINGENS GATE 12,2007-02-14,vbbl.no
1259,vbbl.no,814837122,EIKELUNDEN BOLIGSAMEIE,2015-06-13,vbbl.no
1260,vbbl.no,986200959,ELGTUNET BORETTSLAG,2004-01-24,vbbl.no
1261,vbbl.no,982335442,ESKELUND BORETTSLAG,2000-09-28,vbbl.no
1262,vbbl.no,988237302,FJELLBO 1 BORETTSLAG,2005-08-29,vbbl.no
1263,vbbl.no,977485622,FJELLVEGEN BORETTSLAG,1997-04-25,vbbl.no
1264,vbbl.no,951450553,FR NANSENSGATE 1 BORETTSLAG,1995-02-19,vbbl.no
1265,vbbl.no,947219359,Framnes 1 Borettslag,1995-02-19,vbbl.no
1266,vbbl.no,948211750,Framnes 2 borettslag,1995-02-19,vbbl.no
1267,vbbl.no,848304662,FRAMNES FRITIDSSENTER SA,1995-02-19,vbbl.no
1268,vbbl.no,847219262,FREDRIK SOLIESVEG 13 BORETTSLAG,1995-02-19,vbbl.no
1269,vbbl.no,960927648,FAAL MOSS SA,1995-02-20,vbbl.no
1270,vbbl.no,948590182,GJERREBOGEN 1 BORETTSLAG,1995-02-19,vbbl.no
1271,vbbl.no,997269799,HALMSTAD EIERSEKSJONSSAMEIE,2011-09-24,vbbl.no
1272,vbbl.no,992456426,HALMSTADTUNET BORETTSLAG,2008-04-16,vbbl.no
1273,vbbl.no,984632134,HEIMDALENGA BORETTSLAG,2002-07-22,vbbl.no
1274,vbbl.no,914931347,HEIMDALTUNET SAMEIET 2,2015-02-09,vbbl.no
1275,vbbl.no,948773996,HELGEDAL BORETTSLAG,1995-02-19,vbbl.no
1276,vbbl.no,916602723,HESTEHOVVEIEN 9 BORETTSLAG,2016-02-01,vbbl.no
1277,vbbl.no,985951039,HØIENHALD TERRASSE III,2003-09-16,vbbl.no
1278,vbbl.no,947548263,Høyden 1 Borettslag,1995-02-19,vbbl.no
1279,vbbl.no,992484535,JELØY MOSS BORETTSLAG,2008-04-11,vbbl.no
1280,vbbl.no,863651522,KALLUM BORETTSLAG NR 1,1995-02-19,vbbl.no
1281,vbbl.no,947218387,Kallumvegen 17/19 Borettslag,1995-02-19,vbbl.no
1282,vbbl.no,987355921,KAMBO BORETTSLAG,2004-11-09,vbbl.no
1283,vbbl.no,945134976,KANALEN BORETTSLAG,1995-02-19,vbbl.no
1284,vbbl.no,989111256,KASTANJEN BORETTSLAG,2005-12-29,vbbl.no
1285,vbbl.no,979814437,KJÆRNESHAGEN BORETTSLAG,1998-05-06,vbbl.no
1286,vbbl.no,948212544,Kleiva 1 Borettslag,1995-02-19,vbbl.no
1287,vbbl.no,953752727,KOLLEN BORETTSLAG,1995-02-19,vbbl.no
1288,vbbl.no,981553071,KONG HAAKONS PLASS BOLIGSAMEIE,2000-07-18,vbbl.no
1289,vbbl.no,914796482,KONGENSGATE 25 SAMEIE MOSS,2015-02-20,vbbl.no
1290,vbbl.no,993056448,KONGENSGATE 7 BOLIGSAMEIE - MOSS,2008-10-20,vbbl.no
1291,vbbl.no,917852596,KVILEVEIEN BOLIGSAMEIE,2016-10-18,vbbl.no
1292,vbbl.no,998604907,LARKOLLEN TERRASSE BOLIGSAMEIE,2012-10-02,vbbl.no
1293,vbbl.no,947010328,MELLØS BORETTSLAG,1995-02-19,vbbl.no
1294,vbbl.no,947010417,Moss Værft & Dokk 1 Borettslag,1995-02-19,vbbl.no
1295,vbbl.no,984660979,MØLLEBYEN BOLIGSAMEIE,2002-09-02,vbbl.no
1296,vbbl.no,941262120,"MØLLEBYEN PARK, BRL",1995-02-19,vbbl.no
1297,vbbl.no,963970935,NASLE BORETTSLAG,1995-02-20,vbbl.no
1298,vbbl.no,948212722,Noreløkka Borettslag,1995-02-19,vbbl.no
1299,vbbl.no,952294792,NØKKELAND BORETTSLAG,1995-02-19,vbbl.no
1300,vbbl.no,947218565,Orkerød 1 Borettslag,1995-02-19,vbbl.no
1301,vbbl.no,948206110,Orkerød 3 Borettslag,1995-02-19,vbbl.no
1302,vbbl.no,948313731,ORKERØD 4 BORETTSLAG,1995-02-19,vbbl.no
1303,vbbl.no,951810495,ORKERØD 5 BORETTSLAG,1995-02-19,vbbl.no
1304,vbbl.no,951450464,ORKERØD 6 BORETTSLAG,1995-02-19,vbbl.no
1305,vbbl.no,847010142,Orkerød 7 Borettslag,1995-02-19,vbbl.no
1306,vbbl.no,947219715,Orkerød 8 Borettslag,1995-02-19,vbbl.no
1307,vbbl.no,947498665,Orkerød 9 Borettslag,1995-02-19,vbbl.no
1308,vbbl.no,947084674,ORKERØDTOPPEN BORETTSLAG,1995-02-19,vbbl.no
1309,vbbl.no,917597383,PERLEBUKTA BORETTSLAG,2016-08-30,vbbl.no
1310,vbbl.no,991164502,PORTEN VESTBYHAGEN BORETTSLAG,2007-05-31,vbbl.no
1311,vbbl.no,912461327,RABEKKPORTEN MOSS BORETTSLAG,2013-09-25,vbbl.no
1312,vbbl.no,991055207,RAMBERGVEIEN 1 BORETTSLAG,2007-05-16,vbbl.no
1313,vbbl.no,922555052,RATUNET RYGGE BOLIGSAMEIE,2019-04-27,vbbl.no
1314,vbbl.no,947084941,Refsnes 1 Borettslag,1995-02-19,vbbl.no
1315,vbbl.no,948383357,REFSNES 2 BORETTSLAG,1995-02-19,vbbl.no
1316,vbbl.no,950044349,REFSNES 3 BORETTSLAG,1995-02-19,vbbl.no
1317,vbbl.no,991832890,REFSNES FRITIDSHUS SA,2007-11-22,vbbl.no
1318,vbbl.no,947320939,REFSNES IV Borettslag,1995-02-19,vbbl.no
1319,vbbl.no,948212188,Refsnesalleen 1 Borettslag,1995-02-19,vbbl.no
1320,vbbl.no,947321366,Refsnesalleen 2 Borettslag,1995-02-19,vbbl.no
1321,vbbl.no,948207826,REFSNESALLEEN 3 BORETTSLAG,1995-02-19,vbbl.no
1322,vbbl.no,948212277,Refsnesalleen 4 Borettslag,1995-02-19,vbbl.no
1323,vbbl.no,947321099,Refsnesalleen 5 Borettslag,1995-02-19,vbbl.no
1324,vbbl.no,948212811,REFSNESBAKKEN BORETTSLAG,1995-02-19,vbbl.no
1325,vbbl.no,948097931,REIERTANGEN BORETTSLAG,1995-02-19,vbbl.no
1326,vbbl.no,986042016,REVEBJELLEVEIEN BORETTSLAG,2003-10-20,vbbl.no
1327,vbbl.no,919836458,ROSENVINGE TÅRN 1 BOLIGSAMEIE,2017-11-09,vbbl.no
1328,vbbl.no,921253672,ROSENVINGE TÅRN 2 BOLIGSAMEIE,2018-09-04,vbbl.no
1329,vbbl.no,920915094,ROSENVINGE TÅRN 3 BOLIGSAMEIE,2018-06-14,vbbl.no
1330,vbbl.no,913702263,ROSNES B1 MOSS BOLIGSAMEIE,2014-06-16,vbbl.no
1331,vbbl.no,921386966,ROSNES B4 MOSS BORETTSLAG,2018-09-25,vbbl.no
1332,vbbl.no,925777277,ROSNES B5 MOSS BOLIGSAMEIE,2020-11-05,vbbl.no
1333,vbbl.no,983041779,ROSNES BORETTSLAG,2001-03-13,vbbl.no
1334,vbbl.no,915109136,RYGGE SENIORTUN BORETTSLAG,2015-03-28,vbbl.no
1335,vbbl.no,915604218,RYGGE TORG BORETTSLAG,2015-07-23,vbbl.no
1336,vbbl.no,947219081,RYGGEVEGEN 32/36/38 BORETTSLAG,1995-02-19,vbbl.no
1337,vbbl.no,948206854,RYGGEVEGEN 34 BORETTSLAG,1995-02-19,vbbl.no
1338,vbbl.no,999137423,RÅDALEN BOLIGSAMEIE,2012-12-04,vbbl.no
1339,vbbl.no,987974206,SALTNES RÅDE BORETTSLAG,2005-04-20,vbbl.no
1340,vbbl.no,990254915,SAMEIET BJØRNSON TERRASSE,2006-09-26,vbbl.no
1341,vbbl.no,998728630,SAMEIET CARLSMINDE EKHOLT,2012-11-15,vbbl.no
1342,vbbl.no,985046530,SAMEIET HANS NIELSEN HAUGESVEI 57/59,2002-12-18,vbbl.no
1343,vbbl.no,917184836,SAMEIET HEIMDALTUNET 3,2016-05-26,vbbl.no
1344,vbbl.no,912655679,SAMEIET HEIMDALTUNET BYGGETRINN I,2013-11-20,vbbl.no
1345,vbbl.no,971249056,SAMEIET HELGERØDGATEN 15,1995-02-20,vbbl.no
1346,vbbl.no,979998384,SAMEIET HØIENHALD TERRASSE II,1998-08-19,vbbl.no
1347,vbbl.no,990168695,SAMEIET KLOSTERGATA 46,2006-08-28,vbbl.no
1348,vbbl.no,991570918,SAMEIET OSLOVEIEN 241,2007-12-14,vbbl.no
1349,vbbl.no,971248890,SAMEIET REFSNES TERRASSE,1995-02-20,vbbl.no
1350,vbbl.no,913373731,SAMEIET RÅDE TORG,2014-03-31,vbbl.no
1351,vbbl.no,979522258,SAMEIET STORGATA 28 MOSS,1998-01-22,vbbl.no
1352,vbbl.no,989320750,SAMEIET STORGATEN 4,2006-05-13,vbbl.no
1353,vbbl.no,984963858,SAMEIET VÆRLEVANGEN TERRASSE,2003-07-07,vbbl.no
1354,vbbl.no,975508897,SAMEIET ÅVANGEN TERASSE,1996-03-04,vbbl.no
1355,vbbl.no,958145675,SAUÅSEN BORETTSLAG,1995-02-19,vbbl.no
1356,vbbl.no,988509302,SJØBADET MOSS BORETTSLAG,2005-10-05,vbbl.no
1357,vbbl.no,971249072,SKARMYRA BOLIGSAMEIE,1995-02-20,vbbl.no
1358,vbbl.no,975549445,SKOGBRYNET 21 BORETTSLAG,1996-03-05,vbbl.no
1359,vbbl.no,919786221,SKOLEGATA 7 MOSS BOLIGSAMEIE,2017-11-22,vbbl.no
1360,vbbl.no,979970587,SKOLEGATA BORETTSLAG,1998-08-19,vbbl.no
1361,vbbl.no,948212366,Solielunden 1 Borettslag,1995-02-19,vbbl.no
1362,vbbl.no,947548174,Solielunden 50/52 borettslag,1995-02-19,vbbl.no
1363,vbbl.no,947321455,Solielunden 54/56 Borettslag,1995-02-19,vbbl.no
1364,vbbl.no,984314582,SOLJORDET BOLIGSAMEIE,2009-03-12,vbbl.no
1365,vbbl.no,948430940,STENGATA BORETTSLAG,1995-02-19,vbbl.no
1366,vbbl.no,986266127,STORE BREVIK VEI BORETTSLAG,2003-12-06,vbbl.no
1367,vbbl.no,998899966,STORE-BREVIK VEI BOLIGSAMEIE,2012-10-23,vbbl.no
1368,vbbl.no,921772742,STØPERIET MOSS SAMEIE,2018-12-04,vbbl.no
1369,vbbl.no,988137405,SUNDSTREDET BRYGGE MOSS BORETTSLAG,2005-05-25,vbbl.no
1370,vbbl.no,947498754,Svaebakken Borettslag,1995-02-19,vbbl.no
1371,vbbl.no,957126073,SØLY BORETTSLAG,1995-02-19,vbbl.no
1372,vbbl.no,948207737,TROLLDALEN 1 BORETTSLAG,1995-02-19,vbbl.no
1373,vbbl.no,987423188,TROLLTUNET BORETTSLAG,2004-11-18,vbbl.no
1374,vbbl.no,990369755,VANGEN MOSS BORETTSLAG,2006-11-09,vbbl.no
1375,vbbl.no,987897007,VANSJØ VEST BOLIGSAMEIE,2005-02-28,vbbl.no
1376,vbbl.no,986861017,VERKSÅSEN BORETTSLAG,2004-06-19,vbbl.no
1377,vbbl.no,948588935,VOLDSKOGEN TERRASSE BORETTSLAG,1995-02-19,vbbl.no
1378,vbbl.no,981304802,VÆRVENTUNET BORETTSLAG,2000-01-05,vbbl.no
1379,vbbl.no,991465685,ØREHAVNA TERASSE BORETTSLAG,2007-08-04,vbbl.no
1380,vbbl.no,980112098,ØREKROKEN BOLIGSAMEIE,1998-09-18,vbbl.no
1381,vbbl.no,982069092,ØREKROKEN TERRASSE BOLIGSAMEIE,2000-10-17,vbbl.no
1382,vbbl.no,953228807,ØREÅSEN BORETTSLAG AL,1995-02-19,vbbl.no
1383,vbbl.no,916380461,COATES KVARTALET PARKERING AS,2015-12-15,vbbl.no
1384,vbbl.no,957218822,HØIENHALD BORETTSLAG,1995-02-19,vbbl.no
1385,vbbl.no,982230209,REFSNES GARASJELAG I SA,2000-10-10,vbbl.no
1386,vbbl.no,995981378,VANSJØ BOLIGBYGGELAG,2010-10-19,vbbl.no
1387,vbbl.no,947010050,Viggo Hansteens Alle 1 Borettslag,1995-02-19,vbbl.no
1388,vbbl.no,915586589,BOLIGSAMEIET SOLIEHAGEN,2015-08-17,vbbl.no
1389,vbbl.no,989708031,FOLKESTAD VÅLER BORETTSLAG,2006-05-08,vbbl.no
