,Domain_Name,Org_Number,Company,Reg_Date,Website
594,skinvest.no,999122698,SKINVEST AS,2012-11-24,skinvest.no
595,skipavika.no,998282322,SKIPAVIKA NÆRINGSPARK AS,2012-04-23,skipavika.no
596,skipavika.no,913039459,SKIPAVIKA TERMINAL AS,2014-01-07,skipavika.no
597,skipet.no,984337655,FORENINGEN SKIPET - NORSK SKIPSFARTSHISTORISK SELSKAP,2002-05-06,skipet.no
598,skipsbrukt.no,912978311,NORSK SKIPSBRUKT AS,2013-12-19,skipsbrukt.no
599,skipshistorisk.no,891831242,NORSK SKIPSFARTSHISTORISK SELSKAP NORDMØRE,2007-10-16,skipshistorisk.no
600,skisma.no,976204042,SKISMA AS,1996-03-18,skisma.no
601,skistua.no,988029289,STIFTELSEN SKISTUA,2005-08-20,skistua.no
602,skittentind.no,996125505,TROMSØ RANDONEEKLUBB,2010-11-04,skittentind.no
603,skjaakhytteservice.no,999568475,SKJÅK HYTTESERVICE AS,2013-01-22,skjaakhytteservice.no
604,skjaeraasen.no,991459499,"SKJÆRAASEN, KRISTIN SKJÆRAASEN",2007-07-04,skjaeraasen.no
605,skjak-trelast.no,982672244,SKJÅK TRELAST AS,2000-11-21,skjak-trelast.no
606,skjalg.no,870154372,OMDAL SKJALG,1995-02-20,skjalg.no
607,skjeberggk.no,863937922,SKJEBERG GOLFKLUBB,1995-02-20,skjeberggk.no
608,skjeloyslipp.no,987431865,SKJÆLØY SLIPP AS,2004-11-01,skjeloyslipp.no
609,skjeloyslipp.no,997538196,SKJÆLØY BRYGGESELSKAP AS,2011-11-01,skjeloyslipp.no
610,skjervengard.no,966126965,JON IVAR BAKKE,1995-03-12,skjervengard.no
611,skjerviken.no,989276700,SKJERVIKEN AS,2006-02-16,skjerviken.no
612,skjerviken.no,986368094,SKJERVIKEN RØR AS,2004-01-08,skjerviken.no
613,skjeveland.no,988935379,SKJÆVELAND GRUPPEN AS,2005-11-24,skjeveland.no
614,skjomencamping.no,994793152,SKJOMEN CAMPING,2009-12-12,skjomencamping.no
615,skmaling.no,976322487,SERGIO DE LIMA KNUTSEN,1996-05-02,skmaling.no
616,skodjefotoklubb.no,995408511,SKODJE FOTOKLUBB,2010-04-17,skodjefotoklubb.no
617,skodjeil.no,974965615,SKODJE IDRETTSLAG,1999-11-09,skodjeil.no
618,skoforlaget.no,981423046,SKOFORLAGET AS,2000-01-24,skoforlaget.no
619,skog.no,938752826,NORGES SKOGEIERFORBUND,1995-02-20,skog.no
620,skogfroverket.no,976001583,STIFTELSEN DET NORSKE SKOGFRØVERK,1996-01-16,skogfroverket.no
621,skoghage.no,979649207,EIDSVOLL SKOG & HAGE AS,1998-02-26,skoghage.no
622,skogkanten-barnehage.no,992766093,SKOGKANTEN DYR & NATURBARNEHAGE AS,2008-06-16,skogkanten-barnehage.no
623,skogkurs.no,959946299,SKOGBRUKETS KURSINSTITUTT,1995-02-20,skogkurs.no
624,skogli.no,980973557,SKOGLI EIENDOM AS,1999-08-31,skogli.no
625,skogli.no,980973549,SKOGLI HELSE OG REHABILITERINGSSENTER AS,1999-08-31,skogli.no
626,skogmus.no,970964002,NORSK SKOGMUSEUM,1995-03-12,skogmus.no
627,skogmus.no,977116899,STIFTELSEN FELLESFORBUNDETS TRE- FOREDLINGSFOND,1997-02-22,skogmus.no
628,skogmus.no,976009290,STIFTELSEN NORSK PAPIRINDUSTRI- ARBEIDERFORBUNDS MINNEFOND,1996-01-18,skogmus.no
629,skognfhs.no,859195482,SØR - INNTRØNDELAG HØGSKOLELAG,1995-02-20,skognfhs.no
630,skognissen.no,992150599,SKOGTEKNIKER PÅL WESTERBEEK,2008-01-22,skognissen.no
631,skogsmaskiner.no,935964016,SKOGS MASKINER AS,1995-02-19,skogsmaskiner.no
632,skogsredskaper.no,830477012,SKOGSREDSKAPER AS,1995-02-19,skogsredskaper.no
633,skogtiltaksfondet.no,939582835,SKOGTILTAKSFONDET,2001-05-23,skogtiltaksfondet.no
634,skolelederforbundet.no,970149406,SKOLELEDERFORBUNDET,1995-02-20,skolelederforbundet.no
635,skoleneslandsforbund.no,970533362,SKOLENES LANDSFORBUND,1995-02-20,skoleneslandsforbund.no
636,skomvar.no,997522656,ADVOKATFIRMA FOLSERAAS AS,2011-10-29,skomvar.no
637,skorn-handverkeri.no,992043709,HANDVERKERI SKØR'N BOITEN,2007-12-08,skorn-handverkeri.no
638,skorovasmat.no,985968233,SKOROVASMAT AS,2003-08-28,skorovasmat.no
639,skorovasogomegn.no,993863300,LIV SIGRUN TØMMERMO-REITAN,2009-03-18,skorovasogomegn.no
640,skosenteret.no,921124651,SUSANNE-SØREN GADE NORGE,2018-07-26,skosenteret.no
641,skosenteret.no,957946526,SKOSENTERET AS,1995-02-19,skosenteret.no
642,skotvedt.no,919534281,SKOTVEDT ASKER OG BÆRUM AS,1995-03-12,skotvedt.no
643,skotvedt.no,914619890,SKOTVEDT DRAMMEN AS,2014-12-22,skotvedt.no
644,skovstuenpil.no,987871687,SKOVSTUEN PIL - LEVIN,2005-02-19,skovstuenpil.no
645,skoyteforbundet.no,935244056,NORGES SKØYTEFORBUND,1995-02-20,skoyteforbundet.no
646,skprodukter.no,959128235,SK PRODUKTER AS,1995-02-20,skprodukter.no
647,skrap.no,913982274,BRUNÆS GJENVINNING AS,2014-08-08,skrap.no
648,skreppa.no,983334938,SKREPPA AS,2001-05-03,skreppa.no
649,skrivekunst.no,977155169,SKRIVEKUNSTAKADEMIET I HORDALAND,1997-03-17,skrivekunst.no
650,skruk.no,996532038,SKRUK,2011-02-08,skruk.no
651,skrukork.no,996398072,SKRUKORK RUNE KREUTZ,2011-01-11,skrukork.no
652,skrythals.no,992646500,SKRYTHALS AS,2008-05-08,skrythals.no
653,sks.no,915637353,SKS PRODUKSJON AS,1995-03-12,sks.no
654,sks.no,985592128,SALTEN KRAFTSAMBAND AS,2003-05-08,sks.no
655,skuda.no,998627893,SKUESPILLER- OG DANSERALLIANSEN AS,2012-07-18,skuda.no
656,skuespillerforbund.no,977128129,ALMA OG JOHAN FAHLSTRØMS FOND,1997-02-24,skuespillerforbund.no
657,skuespillerforbund.no,996991873,KIM-DANIEL SANNES,2011-07-30,skuespillerforbund.no
658,skuggevik.no,994905678,ADVOKAT BJØRN SKUGGEVIK,2009-12-17,skuggevik.no
659,skulberg.no,948159449,KIRSTI SKULBERG AS,1995-03-12,skulberg.no
660,skullerudsportsenter.no,975794695,SKULLERUD SPORT SENTER AS,1995-10-09,skullerudsportsenter.no
661,skulptur.no,993159794,NORSK BILLEDHOGGERFORENING,2008-10-27,skulptur.no
662,skup.no,977291836,STIFTELSEN FOR EN KRITISK OG UNDERSØKENDE PRESSE SKUP,1997-03-04,skup.no
663,skydda.no,916233299,SKYDDA NORGE AS,2015-12-02,skydda.no
664,skydivevoss.no,987579013,VOSS FALLSKJERMKLUBB,2004-12-13,skydivevoss.no
665,skyssbat.no,989014366,FLORØ SKYSSBÅT AS,2005-12-16,skyssbat.no
666,skytec.no,976576772,SKYTEC AS,1996-07-11,skytec.no
667,skyvoss.no,915416888,SKYVOSS AS,2015-05-28,skyvoss.no
668,slag.no,998709202,LANDSFORENINGEN FOR SLAGRAMMEDE AGDER (LFS AGDER),2012-09-04,slag.no
669,slag.no,985733260,LANDSFORENINGEN FOR SLAGRAMMEDE AVD TELEMARK,2003-07-26,slag.no
670,slastad-il.no,983361862,SLÅSTAD IDRETTSLAG,2001-07-03,slastad-il.no
671,slatlem.no,898874362,SLATLEM BILPLAN AS,2012-09-24,slatlem.no
672,slatlem.no,931564285,SLATLEM GRUPPEN AS,1995-02-19,slatlem.no
673,slatlem.no,999552471,SLATLEM KRISTIANSUND AS,2013-01-19,slatlem.no
674,slattland.no,917031711,SLÅTTLAND MEK INDUSTRI AS,2016-04-15,slattland.no
675,slektningene.no,916190824,SLEKTA AS,2016-02-19,slektningene.no
676,slektsgarden.no,993831336,STOR-ELVDAL HISTORIELAG,2009-03-14,slektsgarden.no
677,slemdal-tann.no,989307738,METTE GILHUS HILLESTAD,2006-02-04,slemdal-tann.no
678,sletteboe.no,916029349,T O SLETTEBØE AS,1995-02-19,sletteboe.no
679,slettengrafisk.no,983045936,HILDE SLETTEN GRAFISK,2001-02-24,slettengrafisk.no
680,slettevold.no,985240485,SLETTEVOLD HAGESENTER Lars Petter Lars Petter Slettevold,2003-01-08,slettevold.no
681,slevikkilenbaatbyggeri.no,998583772,SLEVIKKILEN BÅTBYGGERI AS,2012-07-04,slevikkilenbaatbyggeri.no
682,slide.no,996427137,SLIDE AS,2011-01-17,slide.no
683,slikkepott.no,914213703,SLIKKEPOTT.NO AS,2014-09-26,slikkepott.no
684,slipex.no,933986772,SLIPEX NORGE AS,1995-02-19,slipex.no
685,slokkeanlegg.no,995950006,OPPLYSNINGSKONTORET FOR AUTOMATISKE SLOKKEANLEGG,2011-07-04,slokkeanlegg.no
686,slottsgulv.no,890223222,SLOTTSGULV AS,2006-09-06,slottsgulv.no
687,slproduksjon.no,994515586,SL PRODUKSJON AS,2009-09-12,slproduksjon.no
688,slxdrift.no,989432966,"SIKRING, DRIFT OG UTVIKLING AS",2006-02-21,slxdrift.no
689,smabrukarlaget.no,974237644,HEDMARK BONDE OG SMÅBRUKARLAG,1995-03-12,smabrukarlaget.no
690,smabrukarlaget.no,871310572,BUSKERUD BONDE- OG SMÅBRUKARLAG,1995-02-20,smabrukarlaget.no
691,smabrukarlaget.no,970167943,NORSK BONDE- OG SMÅBRUKARLAG,1995-02-20,smabrukarlaget.no
692,smabruket.no,984034393,SMÅBRUKET RØNNINGEN Gro Aalbu,2002-01-03,smabruket.no
693,smakavitalia.no,993037389,SMAK AV ITALIA Cristiano Comelli,2008-09-01,smakavitalia.no
694,smakavitalia.no,994465406,SMAK AV ITALIA AS,2009-09-09,smakavitalia.no
695,smakraftforeninga.no,884169232,SMÅKRAFTFORENINGA,2002-06-10,smakraftforeninga.no
696,smalde.no,989202502,MALDE REVISJON & RÅDGIVNING ANS,2006-02-09,smalde.no
697,smalde.no,985873666,SAMEIET VESTVÅGEN,2003-08-01,smalde.no
698,smalde.no,986402683,SAMEIET AADNØYGAARDEN,2004-03-01,smalde.no
699,smartasfalt.no,914873975,SMART ASFALT AS,2015-02-04,smartasfalt.no
700,smartehytter.no,994609106,SMARTE HYTTER AS,2009-10-06,smartehytter.no
701,smartelektro.no,985145229,SMART ELEKTRO HOLDING AS,2002-11-28,smartelektro.no
702,smartfish.no,983032958,SMARTFISH AS,2001-02-19,smartfish.no
703,smartgridservices.no,912571351,SMART GRID SERVICES CLUSTER,2014-09-25,smartgridservices.no
704,smartgridservices.no,925011126,SMART GRID SERVICES SA,2020-05-05,smartgridservices.no
705,smartis.no,922750408,SMARTIS AS,2019-05-14,smartis.no
706,smartlapper.no,997972902,NAVNELAPPER AS,2012-02-14,smartlapper.no
707,smartliv.no,915423159,SMARTLIV AS,2015-05-21,smartliv.no
708,smartmarine.no,998025125,WAVE BÅTSENTERET AS,2012-03-15,smartmarine.no
709,smartmedia.no,914307465,SMART MEDIA AS,2014-10-15,smartmedia.no
710,smartms.no,987453443,SMART MILJØSERVICE AS,2004-11-15,smartms.no
711,smartreiser.no,982821622,SMARTREISER AS,2001-01-11,smartreiser.no
712,smartretur.no,894511192,SMART RETUR NORGE AS,2009-09-10,smartretur.no
713,smco.no,916498292,ADVOKAT ARVID SJØDIN,2015-12-31,smco.no
714,smco.no,927214814,ADVOKAT ARVID SJØDIN AS,2021-06-07,smco.no
715,smco.no,990781451,ADVOKATFIRMAET MELING AS,2007-01-24,smco.no
716,smedstuen.no,917571929,SMEDSTUEN AS,2016-08-16,smedstuen.no
717,smedvig.no,990631786,HAUGÅSSTUBBEN 8 AS,2006-12-20,smedvig.no
718,smg-iks.no,988575941,SETESDAL MILJØ & GJENVINNING IKS,2005-08-29,smg-iks.no
719,smh.no,916467885,"NORSK BIBLIOTEKFORENING, SPESIALGRUPPEN FOR MEDISIN OG HELSEFAG",2015-12-23,smh.no
720,smias.no,980768457,SMIDT & INGEBRIGTSEN AS,1999-06-07,smias.no
721,smidig.no,993169919,SMIDIG,2008-11-01,smidig.no
722,smietorget.no,870432232,SMIETORGET MARKEDSFØRINGSFORENING,1995-02-20,smietorget.no
723,smietorget.no,996556840,SMIETORGET SENTERFORENING,2011-02-14,smietorget.no
724,smietorget.no,998682886,SMIETORGET BUTIKKDRIFT AS,2012-08-08,smietorget.no
725,smihuset.no,995323818,SMIHUSET AS,2010-03-23,smihuset.no
726,smihuset.no,992168048,SMIHUSET EIENDOM AS,2008-01-28,smihuset.no
727,smis.no,979792883,STUDENTMEDIENE I STAVANGER,1998-11-06,smis.no
728,smith.no,920152732,E.A. SMITH STOKMARKNES EIENDOM AS,2017-12-20,smith.no
729,smolagolfklubb.no,887635072,SMØLA GOLFKLUBB,2004-12-21,smolagolfklubb.no
730,smorhamn.no,979439938,SMØRHAMN HANDELSTAD AS,1997-12-23,smorhamn.no
731,sms1835.no,970553010,SJØMILITÆRE SAMFUND,1995-02-20,sms1835.no
732,smtl.no,996259102,NORGES MØBELTAPETSERER- OG SALMAKERLAUG,2011-08-17,smtl.no
733,smyr.no,985885516,SMYR ANS,2003-08-23,smyr.no
734,snakkepakken.no,981380355,MALINOVSKY METODIKK,1999-12-21,snakkepakken.no
735,snapdrive.no,971585188,SNAP DRIVE AS,1995-03-12,snapdrive.no
736,snaroen.no,980736962,SNARØYA SPORTSKLUBB,1999-06-17,snaroen.no
737,snaroya-menighet.no,976986350,FORNEBULANDET SOKN,1997-01-27,snaroya-menighet.no
738,snasamontessori.no,989268767,SNÅSA MONTESSORISKOLE SA,2006-01-14,snasamontessori.no
739,snertingdal-auto.no,816061652,AS SNERTINGDAL AUTO,1995-02-19,snertingdal-auto.no
740,snipe.no,999143717,SNARØYA SNIPEKLUBB,2012-12-13,snipe.no
741,snippen.no,914340497,SNIPPEN GÅRD DA,2014-10-22,snippen.no
742,snnstiftelsene.no,997144406,SPAREBANKSTIFTELSEN SPAREBANK 1 NORD-NORGE,2011-07-16,snnstiftelsene.no
743,snohetta.no,969052776,SNØHETTA FORLAG AS,1995-02-20,snohetta.no
744,snolys.no,996037428,SNØLYS SA,2010-10-28,snolys.no
745,snolys.no,919307692,SNØLYS DESIGN AS,2017-07-27,snolys.no
746,snorredata.no,964431299,SNORRE DATA AS,1995-02-20,snorredata.no
747,snowboardforbundet.no,876282712,BRETTFORBUNDET,1996-04-17,snowboardforbundet.no
748,snowsports.no,985420238,DEN NORSKE SKISKOLE,2003-03-03,snowsports.no
749,snsk.no,984015097,STORE NORSKE SPITSBERGEN GRUBEKOMPANI AS,2002-01-17,snsk.no
750,snsk.no,916300395,Store Norske Spitsbergen Kulkompani AS,1995-03-12,snsk.no
751,snurrehus.no,912315045,SNURREHUS MAGNUS KRISTIANSEN,2013-08-17,snurrehus.no
752,sobbl.no,930429724,BOLIGSELSKAPET OSKARSGATE 14 OG 16 AS,1995-02-19,sobbl.no
753,sobbl.no,994520431,FRITZNERKVARTALET 1 BORETTSLAG,2009-09-24,sobbl.no
754,sobbl.no,997510712,RÅDALEN BOLIGSAMEIE II,2012-09-24,sobbl.no
755,sobbl.no,994963821,SOBBL EIENDOMSMEGLING AS,2010-01-07,sobbl.no
756,sobbl.no,984736339,HEIERGÅRDEN AS,2002-09-07,sobbl.no
757,sobbl.no,848720712,SARPSBORG OG OMEGNS BOLIGBYGGELAG,1995-02-19,sobbl.no
758,soco.no,999007228,SOCO NORGE AS,2012-10-15,soco.no
759,soeiendom.no,979876475,FRYSJAPARKEN EIENDOM AS,1998-05-26,soeiendom.no
760,soeiendom.no,916697104,KNUD BRYNS VEI 1 AS,2016-02-08,soeiendom.no
761,sofiesvilla.no,994801848,SOFIES VILLA NETSHOP AS,2009-11-23,sofiesvilla.no
762,soft-baseball.no,976686470,NORGES SOFTBALL OG BASEBALL FORBUND,1996-08-22,soft-baseball.no
763,softarch.no,985452954,SOFTARCH TECHNOLOGIES AS,2003-04-02,softarch.no
764,sogelaget.no,984846126,ÅRDAL SOGELAG,2002-10-08,sogelaget.no
765,sogne-skiklubb.no,993803332,SØGNE SKIKLUBB,2009-02-28,sogne-skiklubb.no
766,sognefjellet.no,981482247,SOGNEFJELLSHYTTA AS,2000-02-01,sognefjellet.no
767,sognekraft.no,990395209,OFFERDAL KRAFTVERK AS,2007-01-04,sognekraft.no
768,sognekraft.no,925904937,SOGNEKRAFT MOR AS,2020-11-03,sognekraft.no
769,sognekraft.no,813442612,VADHEIM KRAFT AS,2014-03-29,sognekraft.no
770,sognemenighet.no,971335386,SØGNE SOKN,1995-02-20,sognemenighet.no
771,sognetrial.no,992417544,SØGNE TRIALKLUBB,2008-06-04,sognetrial.no
772,sognhagekoloni.no,987574119,SOGN HAGEKOLONI,2006-06-24,sognhagekoloni.no
773,sogntransportsentral.no,986150927,SOGN TRANSPORTSENTRAL SA,2003-10-29,sogntransportsentral.no
774,sohome.no,886569912,SOHOME AS,2004-02-19,sohome.no
775,soiltech.no,996819884,SOILTECH AS,2011-04-13,soiltech.no
776,sola-auto.no,995926628,SOLA AUTO AS,2010-09-13,sola-auto.no
777,sola-hk.no,971431105,SOLA HÅNDBALLKLUBB,1995-02-20,sola-hk.no
778,solacykleklubb.no,989161776,SOLA CYKLEKLUBB,2005-12-24,solacykleklubb.no
779,solarieforeningen.no,918716742,SOLARIEFORENINGEN,2017-04-07,solarieforeningen.no
780,solatann.no,987776390,TANNLEGE ELSE LUND,2005-02-03,solatann.no
781,solatrafikkskole.no,990027560,SOLA TRAFIKKSKOLE AS,2006-07-20,solatrafikkskole.no
782,solbaere.no,916559089,SOLBÆRE AS,2016-01-14,solbaere.no
783,solbakkenas.no,913048903,FEIERMESTER SOLBAKKEN & CO AS,2014-01-09,solbakkenas.no
784,solberggulv.no,950481102,SOLBERG GULV INDUSTRIBELEGG AS,1995-02-19,solberggulv.no
785,solbergsandtro.no,997480287,ADVOKATFIRMAET SOLBERG SANDTRØ,2011-10-25,solbergsandtro.no
786,solbua.no,980392201,BERGLUND BYGGSIKKERHET,1999-01-15,solbua.no
787,solcigar.no,916072686,SOL CIGAR CO AS,1995-03-12,solcigar.no
788,soldesign.no,980798852,SOL DESIGN V/ Sonja Solstrand,1999-06-16,soldesign.no
789,solfonn-booking.no,997705874,SOLFONN BOOKING VETLE SCHAFRANEK SOLUM HOMMERSAND,2011-12-13,solfonn-booking.no
790,solfrids-quiltestove.no,969140624,STRANDTUN SOLFRID SKOGE,1995-03-12,solfrids-quiltestove.no
791,solgruppen.no,970913386,SOLGRUPPEN AS,1995-02-20,solgruppen.no
792,solhaugen.no,853439622,OLIVIA SOLHAUGEN AS,1995-02-19,solhaugen.no
793,solheim-diesel.no,965766510,SOLHEIM DIESEL AS,1995-02-20,solheim-diesel.no
794,solheimconsult.no,995184117,SOLHEIM CONSULT,2010-02-16,solheimconsult.no
795,solheimenhotell.no,981091817,SOLHEIMEN KONFERANSEHOTELL AS,1999-10-20,solheimenhotell.no
796,solheimshytta.no,987061790,SOLHEIM HYTTEGREND AS,2004-07-22,solheimshytta.no
797,solheimsimport.no,915351212,SOLHEIM'S IMPORT AS,2015-07-20,solheimsimport.no
798,solid.no,911829169,AS FREDRIKSTAD STENHUGGERI,1995-03-12,solid.no
799,solid.no,989189891,SOLID GRUPPEN AS,2006-01-10,solid.no
800,solid.no,886700962,SOLID PROSJEKT AS,2004-03-24,solid.no
801,solid.no,874901512,SPINN AS,1995-08-15,solid.no
802,solid.no,977265525,SOLID ENTREPRENØR AS,1997-02-21,solid.no
803,solidmedia.no,982681278,BRAADLAND,2000-11-28,solidmedia.no
804,solidus.no,986577122,SOLIDUS AS,2004-02-21,solidus.no
805,solistkoret.no,988151882,DET NORSKE SOLISTKOR,2005-07-14,solistkoret.no
806,sollia.no,961790840,STIFTELSEN SOLLIAKOLLEKTIVET,1995-02-20,sollia.no
807,sollianatur.no,913122704,OLA O. BRÆND,2014-01-25,sollianatur.no
808,sollidps.no,971427272,SOLLI SYKEHUS,1995-02-20,sollidps.no
809,sollifjellet.no,852829052,SOLLIFJELLET ALPINSENTER SA,1995-03-12,sollifjellet.no
810,soloneiendom.no,966033967,SOLON EIENDOM ASA,1995-02-20,soloneiendom.no
811,soloneiendom.no,941460429,SOLON SØRVEST AS,1995-02-19,soloneiendom.no
812,soloneiendom.no,990538794,SØNSTERUDVEIEN 30 AS,2006-11-29,soloneiendom.no
813,solorrenovasjon.no,970961747,SOLØR RENOVASJON IKS,1995-02-20,solorrenovasjon.no
814,solskjerming.no,991351612,SOLSKJERMINGSFORBUNDET,2007-06-19,solskjerming.no
815,solsport.no,963211562,SOLBERG SPORT OG KULTURSENTER AS,1995-02-20,solsport.no
816,solstad.no,997185897,SOLSTAD OFFSHORE UK LTD,2011-08-29,solstad.no
817,solstrand-camping.no,970085645,SOLSTRAND CAMPING SA,1995-03-12,solstrand-camping.no
818,solstrandverft.no,993270873,SOLSTRAND VERFT AS,2008-10-31,solstrandverft.no
819,soltur.no,989274090,SOLTUR,2006-01-31,soltur.no
820,solvang2.no,992444215,SOLVANG KOLONIHAGER AVDELING 2,2008-12-18,solvang2.no
821,solveigspizza.no,999104479,SOLVEIGS PIZZA FREDRIKSTAD AS,2012-11-06,solveigspizza.no
822,solverud.no,913669932,ADVOKATFIRMA SØLVERUD AS,2014-05-21,solverud.no
823,solvtrans.no,986221719,SØLVTRANS MANAGEMENT AS,2003-11-22,solvtrans.no
824,solvtrans.no,992797339,SØLVTRANS REDERI AS,2008-06-18,solvtrans.no
825,solvtrans.no,919412143,SØLVTRANS WELLBOAT AS,2017-10-09,solvtrans.no
826,solvtrans.no,918612572,SILVER EQUIPMENT AS,2017-02-28,solvtrans.no
827,solvtrans.no,961360560,SØLVTRANS AS,1995-02-20,solvtrans.no
828,solvtrans.no,920771688,SØLVTRANS WELLBOAT OPERATION AS,2018-05-09,solvtrans.no
829,solvtrans.no,919412070,WELLBOAT HOLDING AS,2017-10-11,solvtrans.no
830,sometimes.no,994149199,SOMETIMES AERIAL & POLE FITNESS AS,2009-06-08,sometimes.no
831,sommerbutikken.no,818306342,SOMMERBUTIKKEN AS,2017-01-06,sommerbutikken.no
832,sommeroya.no,987069066,JULENISSENS VERKSTED Anton Pascoal Solberg,2004-07-19,sommeroya.no
833,sommersstiftelse.no,877119882,SOLVEIG OG JOHAN P SOMMERS STIFTELSE TIL FREMME AV KLINISK PSYKIATRISK FORSKNING,1997-02-24,sommersstiftelse.no
834,sonanskarriere.no,976377362,IFRONT KARRIERE AS,1996-05-10,sonanskarriere.no
835,sondagsskolen.no,964437963,SØNDAGSSKOLEN NORGE,1995-02-20,sondagsskolen.no
836,sondreaker.no,970518959,SØNDRE AKER HISTORIELAG,1995-02-20,sondreaker.no
837,sonetworks.no,986041958,RONNY KVIST SØRLI,2003-09-16,sonetworks.no
838,sonnico.no,997728580,VELFERDEN STUDIO 524,2011-12-17,sonnico.no
839,sonslalomklubb.no,986418601,SON SLALOMKLUBB,2004-01-13,sonslalomklubb.no
840,sonspa.no,991377891,SON SPA AS,2007-06-28,sonspa.no
841,soonck.no,993547794,SOON CYKLEKLUBB,2009-02-11,soonck.no
842,soongolf.no,916374496,SAMEIET KLUBBHUSET PÅ SOON GOLFBANE,2015-12-11,soongolf.no
843,soongolf.no,989364812,SOON GOLFBANE AS,2006-01-31,soongolf.no
844,sophiesminde.no,986116710,SOPHIES MINDE ORTOPEDI AS,2003-10-11,sophiesminde.no
845,soppeltaxi.no,986675256,SØPPELTAXI AS,2004-03-22,soppeltaxi.no
846,soppognyttevekster.no,993770299,ELVERUM SOPP- OG NYTTEVEKSTFORENING,2009-02-21,soppognyttevekster.no
847,soppognyttevekster.no,996514501,GRENLAND SOPPFORENING,2011-02-07,soppognyttevekster.no
848,soppognyttevekster.no,940593336,NORGES SOPP- OG NYTTEVEKSTFORBUND,1995-02-20,soppognyttevekster.no
849,kirken.sor-fron.no,976988922,SØR-FRON SOKN,1997-01-27,kirken.sor-fron.no
850,sorbbl.no,916487355,SAMEIET AMALIENBORG AVENY 1,2016-01-13,sorbbl.no
851,sorbyutleie.no,888422552,SØRBY UTLEIE AS,2005-07-16,sorbyutleie.no
852,soreaal.no,969975262,SØRE ÅL IDRETTSLAG,1995-02-20,soreaal.no
853,soreideil.no,991278338,SØREIDE IDRETTSLAG,2007-07-21,soreideil.no
854,sorenga.no,991925740,SØRENGA UTVIKLING AS,2007-11-09,sorenga.no
855,sorenga.no,991925716,SØRENGA UTVIKLING KS,2007-11-09,sorenga.no
856,sorensenmobel.no,987328525,SØRENSEN ØSTLYNGEN MØBLER AS,2004-10-05,sorensenmobel.no
857,sorentio.no,995530996,SORENTIO AS,2010-05-20,sorentio.no
858,sorf.no,988144258,SØRF - SØRNORSK KOMPETANSESENTER FOR MUSIKK,2005-05-24,sorf.no
859,sorheimholding.no,979679947,SØRHEIMBRYGGA AS,1998-03-16,sorheimholding.no
860,soriaskole.no,898271242,SORIA MORIA TRAFIKKSKOLE AS,2012-04-21,soriaskole.no
861,sorlandetbooking.no,983058787,SØRLANDET BOOKING AS,2001-02-28,sorlandetbooking.no
862,sorlandsadvokatene.no,917000743,ADVOKAT HILDE ULLAND,2016-04-11,sorlandsadvokatene.no
863,sorlandsadvokatene.no,997050894,ADVOKAT KRISTINE EIDE,2011-06-21,sorlandsadvokatene.no
864,sorlandsadvokatene.no,890699502,ADVOKATFIRMA SVERRE NORDMO,2007-01-11,sorlandsadvokatene.no
865,sorlandsadvokatene.no,986546049,ADVOKATFIRMAET TORE ØYDNE,2004-02-11,sorlandsadvokatene.no
866,sorlandsadvokatene.no,885722512,SØRLANDSADVOKATENE DA,2003-06-14,sorlandsadvokatene.no
867,sorlandsadvokatene.no,950959932,ADVOKAT PER OVE TØNNESSEN,1995-02-19,sorlandsadvokatene.no
868,sorlandsbadet.no,992109629,NÆSS FYSIKALSKE,2008-01-04,sorlandsbadet.no
869,sorlandsbadet.no,988417106,SØRLANDSBADET AS,2005-07-05,sorlandsbadet.no
870,sorlandskirken.no,971329068,SØRLANDSKIRKEN,1995-02-20,sorlandskirken.no
871,sorlandsstein.no,988002925,SØRLANDS STEIN AS,2005-03-21,sorlandsstein.no
872,sorlie.no,988989398,DAMPSKIPSBRYGGEN 8 AS,2005-12-05,sorlie.no
873,sorlie.no,929115384,GLOMMEN BRYGGE AS,1995-02-19,sorlie.no
874,sorlie.no,982023203,TUNEVEIEN 89 AS,2000-05-26,sorlie.no
875,sorlie.no,990222479,NYGAARDSGATA 55 AS,2006-09-06,sorlie.no
876,sorlie.no,921150679,SØRLIE NÆRINGSEIENDOM AS,2018-07-11,sorlie.no
877,sormarka.no,982797985,SØRMARKA AS,2001-01-08,sormarka.no
878,sornorskfilm.no,993011207,SØRNORSK FILMSENTER AS,2008-09-02,sornorskfilm.no
879,soroptimistnorway.no,914828988,BÆRUM SOROPTIMISTKLUBB,2015-01-29,soroptimistnorway.no
880,soroptimistnorway.no,993224650,OSLO-NORDSTRAND SOROPTIMISTKLUBB,2008-11-13,soroptimistnorway.no
881,soroptimistnorway.no,994185446,MOLDE SOROPTIMISTKLUBB,2009-06-08,soroptimistnorway.no
882,soroptimistnorway.no,986400338,NORSK SOROPTIMA,2004-01-17,soroptimistnorway.no
883,soroptimistnorway.no,984881185,SOROPTIMIST INTERNATIONAL NORGESUNIONEN,2002-10-29,soroptimistnorway.no
884,soroptimistnorway.no,994774700,STEINKJER SOROPTIMISTKLUBB,2009-11-25,soroptimistnorway.no
885,soroptimistnorway.no,993278033,TRYSIL SOROPTIMISTKLUBB,2008-11-27,soroptimistnorway.no
