,Domain_Name,Org_Number,Company,Reg_Date,Website
65,norena.no,988644846,NORENA PRESENNING AS,2005-09-21,norena.no
66,nores.no,850656452,NORES SA,1995-02-19,nores.no
67,norfakta.no,980888703,NORFAKTA MARKEDSANALYSE AS,1999-07-19,norfakta.no
68,norgeodesi.no,971052201,NORGEODESI AS,1995-02-20,norgeodesi.no
69,norges-linforening.no,875334832,NORGES LINFORENING,1995-09-04,norges-linforening.no
70,norges-tehus.no,993386022,T SELSKAPET AS,2008-12-04,norges-tehus.no
71,norgeselektro.no,987767855,NORGES ELEKTRO AS,2005-02-07,norgeselektro.no
72,norgeseliten.no,879166292,NORGESELITEN AS,1997-08-26,norgeseliten.no
73,norgesfilm.no,884374022,NORGESFILM AS,2002-04-18,norgesfilm.no
76,norgesfredsrad.no,974931966,NORGES FREDSRÅD,1996-03-15,norgesfredsrad.no
77,norgesguidene.no,983462006,NORGESGUIDENE AS,2001-06-27,norgesguidene.no
78,norgesinvestor.no,876290332,HARTVIG WENNBERG AS,1996-04-19,norgesinvestor.no
79,norgeskristnerad.no,971273577,NORGES KRISTNE RÅD,1995-02-20,norgeskristnerad.no
80,norgesmollene.no,885719422,NORGESMØLLENE AS,2003-05-27,norgesmollene.no
81,norgesskolehagelag.no,814948242,NORGES SKOLEHAGELAG,2015-02-19,norgesskolehagelag.no
82,norheimkirke.no,976993438,NORHEIM SOKN,1997-01-27,norheimkirke.no
83,norice.no,815707532,NORICE AS,2015-07-24,norice.no
84,norikon.no,980641104,NORIKON AS,1999-04-08,norikon.no
85,norild.no,916176694,NORILD AS,2015-12-09,norild.no
86,norkjemi.no,987766670,SGI COMPLIANCE AS,2005-01-22,norkjemi.no
87,norkred.no,985387281,NORKRED AS,2003-02-13,norkred.no
88,norlense.no,887391092,NORLENSE BEREDSKAP AS,2004-10-23,norlense.no
89,norlett.no,958692064,NORLETT SERVICE AS,1995-02-19,norlett.no
90,norlink.no,967174092,NORLINK AS,1995-02-20,norlink.no
91,norlux.no,963116217,NORLUX AS,1995-02-20,norlux.no
92,normaer.no,858097002,NOR-MÆR AS,1995-02-19,normaer.no
93,normeca.no,934111931,NORMECA AS,1995-03-12,normeca.no
94,normisjonost.no,970353739,NORMISJON REGION ØST,1995-02-20,normisjonost.no
95,norneshuset.no,971347643,NORNESHUSET V/BERIT NORNES,1995-02-20,norneshuset.no
96,norod.no,912646769,NOROD - NORSK RESSURSGRUPPE FOR ORGANDONASJON,2013-11-04,norod.no
97,noronline.no,892182442,NORONLINE DA,2008-02-12,noronline.no
98,norpalm.no,976957105,NORPALM AS,1996-12-04,norpalm.no
99,norpartner.no,891054092,NORPARTNER GRUPPEN AS,2007-04-03,norpartner.no
102,norplex.no,895635472,NORPLEX AS,2010-06-17,norplex.no
103,nors-online.no,913159225,NORSK OPERASJONSANALYSEFORENING,2014-05-02,nors-online.no
104,norsand.no,924590300,AS NORSAND,1995-02-19,norsand.no
105,norsecraftgeo.no,995460092,NORSECRAFT GEO AS,2010-05-07,norsecraftgeo.no
106,norseoffshore.no,882106012,NORSE OFFSHORE AS,2000-06-19,norseoffshore.no
107,norservice.no,917393222,NORSERVICE HOLDING AS,1995-02-19,norservice.no
110,norsjo-ferieland.no,943634645,NORSJØ FERIELAND AS,1995-02-19,norsjo-ferieland.no
111,norsk-bergverksmuseum.no,977113490,NORSK BERGVERKSMUSEUM,1997-02-23,norsk-bergverksmuseum.no
112,norsk-brukshundsport.no,991058885,NORSK BRUKSHUNDSPORTS FORBUND,2007-04-12,norsk-brukshundsport.no
113,norsk-dampselskap.no,997817877,NORSK DAMPSELSKAP,2012-02-15,norsk-dampselskap.no
114,norsk-fartoyvern.no,965906746,NORSK FORENING FOR FARTØYVERN,1995-02-20,norsk-fartoyvern.no
115,norsk-fletteri.no,934962419,NORSK FLETTERI AS,1995-03-12,norsk-fletteri.no
116,norsk-koreansk.no,994715933,NORSK-KOREANSK VENNSKAPSFORENING NORWEGIAN-KOREAN FRIENDSHIP ASSOCIATION,2009-12-07,norsk-koreansk.no
117,norsk-kunstglass.no,991074406,NORSK KUNSTGLASS Tone Stensrud,2007-04-17,norsk-kunstglass.no
118,norsk-sentrumsutvikling.no,996767817,NORSK SENTRUMSUTVIKLING,2011-05-21,norsk-sentrumsutvikling.no
119,norsk-steinmiljo.no,974692856,NORSK STEINMILJØ AS,1995-07-24,norsk-steinmiljo.no
120,norsk-vannskjaering.no,985220514,NORSK VANNSKJÆRING AS,2002-12-23,norsk-vannskjaering.no
121,norsk3dservice.no,915222684,NORSK 3D SERVICE AS,2015-04-13,norsk3dservice.no
122,norskbarnesmerteforening.no,988196428,"NORSK BARNESMERTEFORENING, NBSF",2005-06-20,norskbarnesmerteforening.no
123,norskbergindustri.no,971259248,NORSK BERGINDUSTRI,1995-02-20,norskbergindustri.no
124,norskbildelkatalog.no,984078897,NORSK BILDELKATALOG SA,2002-01-08,norskbildelkatalog.no
125,norskboreteknikk.no,987199318,NORSK BORETEKNIKK AS,2004-09-02,norskboreteknikk.no
126,norskboxerklubb.no,992040165,NORSK BOXERKLUBB,2008-01-09,norskboxerklubb.no
127,norske-grafikere.no,971435828,NORSKE GRAFIKERE,1995-02-20,norske-grafikere.no
140,norskenaturopplevelser.no,997051742,NORSKE NATUROPPLEVELSER AS,2011-07-02,norskenaturopplevelser.no
141,norskeparker.no,997454081,NORSKE PARKER,2012-07-12,norskeparker.no
142,norskesanserom.no,815670752,NORSKE SANSEROM,2015-11-02,norskesanserom.no
143,norskeservicehunder.no,990075034,NORSKE SERVICEHUNDER,2006-07-18,norskeservicehunder.no
144,norsketennisveteraner.no,995576708,NORSKE TENNISVETERANER,2010-06-10,norsketennisveteraner.no
145,norskevalueringsforening.no,994587072,NORSK EVALUERINGSFORENING,2009-10-03,norskevalueringsforening.no
146,norskfolkehjelp.no,962219993,NORSK FOLKEHJELP GRENLAND,1997-02-25,norskfolkehjelp.no
149,norskforstehjelpsrad.no,985076383,NORSK FØRSTEHJELPSRÅD,2002-11-20,norskforstehjelpsrad.no
150,norskfrieserforbund.no,992689021,NORSK FRIESER FORBUND,2008-06-04,norskfrieserforbund.no
151,norskfrisorskole.no,981926749,NORSK FRISØR OG HUDPLEIESKOLE AS,2000-04-18,norskfrisorskole.no
152,norskhavre.no,992842067,NORSK HAVREFORENING,2009-02-19,norskhavre.no
153,norskhyttelag.no,998746167,NORSK HYTTELAG AS,2012-09-15,norskhyttelag.no
156,norskinteraktiv.no,987903023,NORSK INTERAKTIV AS,2005-02-24,norskinteraktiv.no
157,norskinteriorskole.no,980371042,NORSK INTERIØRSKOLE AS,1999-01-11,norskinteriorskole.no
158,norskkraft.no,993890731,NORSK KRAFT AS,2009-04-04,norskkraft.no
159,norsklaft.no,990655782,NORSK LAFT-BRANSJEFORENINGEN FOR NORSKE TØMMERHUSPRODUSENTER,2007-11-20,norsklaft.no
160,norsklektorlag.no,879495512,NORSK LEKTORLAG,1998-01-16,norsklektorlag.no
161,norsklimtre.no,964431744,NORSK LIMTRE AS,1995-03-12,norsklimtre.no
162,norsklos.no,913968336,NORSK LOSFORBUND,2014-08-05,norsklos.no
163,norskmarsvinklubb.no,998075246,NORSK MARSVINKLUBB,2012-03-26,norskmarsvinklubb.no
164,norskmaseratiklubb.no,986031936,NORSK MASERATI KLUBB,2003-09-18,norskmaseratiklubb.no
165,norskmassivtre.no,992416440,NORSK MASSIVTRE AS,2008-03-08,norskmassivtre.no
166,norskmaxiklubb.no,985996458,NORSK MAXIKLUBB,2003-09-02,norskmaxiklubb.no
167,norskmedia.no,965007792,NORSK MEDIA V/ENGEN,1995-02-20,norskmedia.no
168,norskmusikkskole.no,984742487,NORSK MUSIKKSKOLE DA,2002-08-14,norskmusikkskole.no
169,norsknamnelag.no,979686560,NORSK NAMNELAG,1998-06-25,norsknamnelag.no
170,norskpsykiatriskforening.no,971480254,NORSK PSYKIATRISK FORENING,1995-02-20,norskpsykiatriskforening.no
174,norsksmerteforening.no,987877855,NORSK SMERTEFORENING,2005-03-12,norsksmerteforening.no
175,norskstorhusholdning.no,975377644,NORSK STORHUSHOLDNING AS,1995-09-26,norskstorhusholdning.no
176,norskstrikkeforbund.no,914420962,NORSK STRIKKEFORBUND,2014-11-07,norskstrikkeforbund.no
177,norsktest.no,983509487,NORSK TEST AS,2001-07-05,norsktest.no
178,norsktinn.no,892042152,AADNE TRADING AS,2007-12-12,norsktinn.no
179,norsktrafikksikring.no,915024912,NORSK TRAFIKKSIKRING AS,2015-03-06,norsktrafikksikring.no
180,norsktriumphklubb.no,887443572,NORSK TRIUMPHKLUBB,2004-11-23,norsktriumphklubb.no
181,norskurkorn.no,812358812,NORSK URKORN AS,2013-08-31,norskurkorn.no
182,norskvann.no,986273026,NORSK VANN BA,2004-01-05,norskvann.no
183,norskvarmblod.no,983748368,NORSK VARMBLOD,2001-10-20,norskvarmblod.no
184,norskvektertjeneste.no,966481935,NORSK VEKTERTJENESTE Rolf Thorkildsen,1995-02-20,norskvektertjeneste.no
185,norskvt.no,991417028,NORSK VERKTØYTEKNIKK AS,2007-10-16,norskvt.no
186,norsol.no,996427811,SOLSKJERMING INNLANDET AS,2011-02-08,norsol.no
187,norsuncorp.no,989186493,NORSUN AS,2005-12-30,norsuncorp.no
188,norsup.no,995867540,NORGES STAND UP PADLEKLUBB (NORSUP),2010-08-28,norsup.no
192,nortea.no,986458026,SCHULLER NORTEA,2004-01-19,nortea.no
193,orkdalsmenighetene.no,976998715,ORKLAND SOKN,1997-01-27,orkdalsmenighetene.no
197,orklahealth.no,986519904,ORKLA HEALTH AS,2004-02-03,orklahealth.no
198,orklareiser.no,988581852,ORKLAREISER AS,2005-08-31,orklareiser.no
199,orland-sparebank.no,937901925,ØRLAND SPAREBANK,1995-03-12,orland-sparebank.no
200,ormoyatennis.no,991116192,ORMØYA TENNISKLUBB,2007-05-03,ormoyatennis.no
201,ormsund.no,983796621,ORMSUND ROKLUB,2001-12-03,ormsund.no
202,orn-horten.no,971315962,FOTBALLKLUBBEN ØRN HORTEN,1995-02-20,orn-horten.no
203,orreil.no,970115269,ORRE IDRETTSLAG,1995-02-20,orreil.no
204,orskogsparebank.no,837900212,ØRSKOG SPAREBANK,1995-02-19,orskogsparebank.no
205,orstaskisenter.no,911683725,ØRSTA SKISENTER AS,1995-03-12,orstaskisenter.no
206,ortoptist.no,990233160,NORSKE ORTOPTISTERS FORENING,2006-09-27,ortoptist.no
207,oru.no,979720300,GARDERMOREGIONEN INTERKOMMUNALT POLITISK RÅD,1998-03-24,oru.no
208,osaeroklubb.no,979595638,OS AERO KLUBB,1998-02-12,osaeroklubb.no
209,osbadet.no,990022216,OS IDRETTSPARK BJØRNAFJORDEN KF,2006-07-22,osbadet.no
210,oscdg.no,918796924,OSLO SCOTTISH COUNTRY DANCE GROUP,2017-05-22,oscdg.no
211,oseana.no,996347435,OSEANA KUNST- OG KULTURSENTER BJØRNAFJORDEN KF,2011-03-26,oseana.no
212,osebergmiljo.no,913507487,OSEBERG MILJØ AS,2014-04-15,osebergmiljo.no
213,osebergvenner.no,998319838,OSEBERGSKIPETS VENNEFORENING,2012-06-13,osebergvenner.no
214,oselektro.no,933668517,OS ELEKTRO AS,1995-02-19,oselektro.no
215,oselvarlaget.no,980610241,OSELVARLAGET,1999-04-30,oselvarlaget.no
216,osenfjellstyre.no,975733505,OSEN FJELLSTYRE,1996-03-07,osenfjellstyre.no
217,osf.no,938726582,OSLO SANITETSFORENING,1995-02-20,osf.no
218,osil.no,971579234,ØYSTRE SLIDRE IDRETTSLAG,1995-02-20,osil.no
226,oslo-brannsikring.no,985522065,OSLO BRANNSIKRING AS,2003-03-20,oslo-brannsikring.no
227,oslo-musikk.no,998585481,OSLO PRIVATE MUSIKKSKOLE AS,2012-07-07,oslo-musikk.no
287,projectinvest.no,882145212,PROJECT INVEST AS,2000-07-21,projectinvest.no
288,proklamedia.no,935453925,PROKLAMEDIA AS,1995-02-19,proklamedia.no
289,prolar.no,991925236,PROLAR NETT - NASJONALT FORBUND FOR FOLK I LAR,2007-11-14,prolar.no
290,proline.no,983777805,PROLINE AS,2001-10-05,proline.no
291,prolog.no,981463269,PROLOG Tom Erik Andersen,2000-01-21,prolog.no
292,prolyd.no,977089751,PROLYD AS,1997-01-14,prolyd.no
293,promarc.no,916819404,KUVIGA HOLDING AS,2016-03-02,promarc.no
294,promek.no,983436943,PROMEK AS,2001-06-12,promek.no
300,promis.no,877380092,PROMIS AS,1997-04-10,promis.no
301,propanspesialisten.no,915274838,EKLUNDS PROPAN OG VARMEPUMPESERVICE AS,2015-05-04,propanspesialisten.no
304,proscen.no,993173487,PROSCEN - PRODUSENTENHET FOR SCENEKUNST,2008-10-07,proscen.no
305,prosesshuset.no,989989677,PROSESSHUSET AS,2006-07-05,prosesshuset.no
306,prosessmetall.no,957539270,PROSESSMETALL AS,1995-02-19,prosessmetall.no
307,prosesspilotene.no,897658372,PROSESSPILOTENE AS,2011-11-29,prosesspilotene.no
308,prosjektfilippinene.no,994561421,PROSJEKT FILIPPINENE V/MAY BRITT TYNES,2009-11-03,prosjektfilippinene.no
309,prosjektstyring.no,914794706,PROSJEKTSTYRING MIDT AS,2015-01-16,prosjektstyring.no
310,prostaal.no,917992843,PRO STÅL SERVICE AS,2016-11-03,prostaal.no
315,protan.no,914613922,PROTAN ENTREPRENØR MIDT-NORGE AS,2014-12-15,protan.no
318,protektit.no,996179737,PROTEKT IT AS,2010-11-15,protektit.no
319,protest.no,986088083,STIFTELSEN CHRISTIANSAND PROTESTFESTIVAL,2003-10-06,protest.no
320,protex.no,916915500,PROTEX AS,1995-02-19,protex.no
321,protid.no,912167127,URMAKER JERMSTAD AS,2013-08-01,protid.no
322,proven-bil.no,915254209,BERTEL O. STEEN TRØNDELAG AS,1995-02-19,proven-bil.no
323,provence.no,979645945,KIP AS,1998-04-24,provence.no
324,provenceviner.no,915715508,PROVENCEVINER AS,2015-08-12,provenceviner.no
325,provendo.no,899115562,PROVENDO AS,2012-11-21,provendo.no
329,proventus.no,984794452,PROVENTUS AS,2002-09-02,proventus.no
330,proysen.no,987056908,PRØYSEN TEKST OG TONE,2004-08-17,proysen.no
331,prozo.no,987934239,PROZO NORGE AS,2005-03-07,prozo.no
332,prugl.no,915762816,PRUGL HOLDING AS,2015-08-11,prugl.no
333,ps-selskapsutleie.no,988028630,PS SELSKAPSUTLEIE AS,2005-03-23,ps-selskapsutleie.no
337,pss-securitas.no,985321876,PERSONAL SERVICE OG SIKKERHET AS,2003-01-31,pss-securitas.no
338,psso.no,974384248,PETTER STALSBERG SIKKERHETSOMSORG AS,1995-03-29,psso.no
339,psychaid.no,986417613,PSYKOLOGISTUDENTENES HJELPEAKSJON PSYCHAID,2004-01-08,psychaid.no
342,psykoanalyse.no,984535775,NORSK PSYKOANALYTISK FORENING,2002-06-05,psykoanalyse.no
345,psykologfeith.no,917625123,PSYKOLOG KALINA FEITH,2016-08-27,psykologfeith.no
346,psykologistudenterutengrenser.no,918127739,PSYKOLOGISTUDENTER UTEN GRENSER - TROMSØ,2016-12-01,psykologistudenterutengrenser.no
347,psykologkontakt.no,990751358,PSYKOLOG JAN IVAR ERNØ,2007-01-11,psykologkontakt.no
348,psykologpraksis.no,995580020,ANNETTE ØVERBY,2010-06-02,psykologpraksis.no
349,psykologteamet.no,998394864,PSYKOLOGSPESIALIST ELLEN D. FLAATEN,2012-05-21,psykologteamet.no
350,psykopp.no,970939377,STIFTELSEN PSYKIATRISK OPPLYSNING,1995-02-20,psykopp.no
351,psykoterapeuten.no,992048905,TØNSBERG PSYKOTERAPI Ann-Christin Berg,2008-01-08,psykoterapeuten.no
352,psynett.no,999522238,PSYNETT,2013-01-14,psynett.no
353,pu.no,959824754,PERSONAL UTVELGELSE TØNSBERG AS,1995-02-20,pu.no
356,publicomforlag.no,987282266,HOLMS FORLAG AS,2004-09-28,publicomforlag.no
357,publicomscene.no,915491863,BEDRIFTSBILLETTEN AS,2015-06-08,publicomscene.no
358,puffinsafari.no,989854933,PUFFIN SAFARI AS,2006-05-31,puffinsafari.no
359,puk.no,870151942,PUK JEGSEN REKLAME,1995-03-12,puk.no
360,pulsforde.no,994613170,RØNEID FYSIOTERAPI,2009-10-07,pulsforde.no
361,pulsoasen.no,998463548,PULS OASEN AS,2012-06-13,pulsoasen.no
362,pumper.no,858454662,INTEC PUMPER AS,1995-02-19,pumper.no
363,pumptech.no,965268855,MOTIVE AS,1995-02-20,pumptech.no
364,puroyoga.no,988781428,PURO YOGA AS,2005-10-17,puroyoga.no
365,purplast.no,938456178,PUR PLAST AS,1995-02-19,purplast.no
366,pushak.no,992309318,PUSHAK AS,2008-02-13,pushak.no
367,puzzlelearning.no,995766418,PUZZLE LEARNING AS,2010-07-27,puzzlelearning.no
368,pv.no,986406263,PLOUGMANN VINGTOFT,2004-02-14,pv.no
369,pwt.no,984029683,PARK WORLD TOUR TRAVEL AS,2002-01-30,pwt.no
370,pyroteknikk.no,992352930,PYROTEKNIKK.NO AS,2008-02-28,pyroteknikk.no
371,q43.no,960347544,Q 4 3 - Q FIRE TRE AS,1995-02-20,q43.no
372,qenergi.no,990330131,QENERGI AS,2006-10-04,qenergi.no
373,qicraft.no,983521053,QICRAFT NORWAY AS,2001-07-09,qicraft.no
374,qiksh.no,975611515,ALBANSK ISLAMSK KULTURSENTER,1996-03-05,qiksh.no
375,qross.no,997942043,QROSS KURSSENTER AS,2012-02-07,qross.no
376,qsecurity.no,987054069,QUALITY SECURITY AS,2004-07-14,qsecurity.no
377,qtmedia.no,912503097,QT MEDIA AS,2013-09-28,qtmedia.no
228,recovernordic.no,995761440,RECOVER AS,2010-08-12,recovernordic.no
229,recreo.no,991976086,RECREO NORGE AS,2007-11-22,recreo.no
230,redcord.no,960304977,REDCORD AS,1995-03-12,redcord.no
235,rederi.no,971436190,NORGES REDERIFORBUND,1995-02-20,rederi.no
236,redmedia.no,976568133,RED DENTSU X AS,1996-07-08,redmedia.no
237,redwhite.no,982214513,RED & WHITE AS,2000-07-19,redwhite.no
238,reeltime.no,884829992,REELTIME INTERACTIVE AS,2002-09-13,reeltime.no
239,refabrygge.no,891906412,REFA BRYGGE AS,2007-11-10,refabrygge.no
240,refleksolog-annette.no,990737991,NERVUSKLINIKKEN ANNETTE LØNO,2007-01-23,refleksolog-annette.no
241,refleksprofil.no,989627376,REFLEKSPROFIL AS,2006-03-28,refleksprofil.no
242,reform.no,984727240,REFORM - RESSURSSENTER FOR MENN,2002-09-19,reform.no
243,regelradet.no,916195613,REGELRÅDET,2015-11-07,regelradet.no
244,regionraadet.no,975576469,REGIONRÅDET FOR HALLINGDAL,1996-03-05,regionraadet.no
245,regionradetvest.no,996022986,REGIONRÅDET VEST,2010-10-05,regionradetvest.no
246,reglo.no,983148336,REGLO AS,2001-07-18,reglo.no
247,regnbuen.no,981323831,REGNBUEN MALERMESTERBEDRIFT AS,1999-12-10,regnbuen.no
248,regncon.no,982848679,REGNCON,2006-10-09,regncon.no
251,regnskapshjelp.no,996012034,REGNSKAPSHJELP AS,2010-10-09,regnskapshjelp.no
252,regnskog.no,985828806,REGNSKOGFONDET,2003-07-05,regnskog.no
253,regolf.no,883593022,TØNSBERG GOLFKLUBB,2001-08-25,regolf.no
254,reibo.no,947208055,REIBO AS,1995-03-12,reibo.no
255,reierstadridehest.no,987699744,UNN REIERSTAD,2005-01-13,reierstadridehest.no
256,reiki-healing.no,985260214,FREDRIKSTAD COACHING OG REIKI METTE ERIKSEN,2003-01-14,reiki-healing.no
257,reikiheltenkelt.no,982542278,LIV SEIFF,2000-11-03,reikiheltenkelt.no
258,reindyrka.no,995417863,REINDYRKA AS,2010-04-29,reindyrka.no
259,reineord.no,998280222,LOFOTEN INTERNASJONALE LITTERATURFESTIVAL,2012-04-28,reineord.no
260,reinhaldsverket.no,987570970,SØRE SUNNMØRE REINHALDSVERK IKS,2004-12-14,reinhaldsverket.no
267,reinhekla.no,997113136,REINHEKLA AS,2011-07-05,reinhekla.no
270,reisebazaar.no,994868160,REISEBAZAAR AS,2009-12-18,reisebazaar.no
273,reiseliv.no,979749406,REISELIV.NO AS,1998-04-06,reiseliv.no
274,reiselyst.no,950605316,REISELYST OG NORWEGIAN CRUISE CENTER AS,1995-02-19,reiselyst.no
275,reisevarehuset.no,957920764,TRAVELNET REISEVAREHUSET AS,1995-02-19,reisevarehuset.no
278,reklame-huset.no,971224193,REKLAME-HUSET.NO AS,1995-03-12,reklame-huset.no
279,rekrutteringas.no,988557846,REKRUTTERING AS,2005-10-11,rekrutteringas.no
280,rekrutteringshusetmork.no,888028722,REKRUTTERINGSHUSET MORK AS,2005-04-05,rekrutteringshusetmork.no
281,reksta.no,987923342,ANITA ØYGARD,2005-03-01,reksta.no
282,rekve-pleym.no,888414312,"ADVOKATFIRMAET REKVE, PLEYM & CO DA",2005-10-05,rekve-pleym.no
283,rekvisitt.no,815356292,REKVISITT AS,1995-02-19,rekvisitt.no
284,relasjonsledelse.no,878690052,RELASJONSLEDELSE AS,1997-07-11,relasjonsledelse.no
285,rele.no,927910268,ELEKTROMONTØRFORENINGEN ROXEL INFRA,2021-11-19,rele.no
286,relekta.no,831881372,RELEKTA AS,1995-02-19,relekta.no
378,seutmaritime.no,924199059,SEUT MARITIME AS,2019-12-13,seutmaritime.no
379,sevaldsen.no,943699097,TOR SEVALDSEN KONDITORI AS,1995-02-19,sevaldsen.no
380,sevlandbil.no,991133291,SEVLAND BIL AS,2007-04-19,sevlandbil.no
382,sfit.no,911595273,SFIT HELSE AS,2013-02-25,sfit.no
383,sfl.no,982497396,SENTER FOR LEDELSE AS,2000-11-15,sfl.no
384,sfo-idrettsakademi.no,998799414,SFO-IDRETTSAKADEMI AS,2012-09-08,sfo-idrettsakademi.no
385,sfs.no,966604433,STIFTELSEN SENTRALREGISTERET,1995-03-12,sfs.no
386,sftur.no,971529474,SOGN OG FJORDANE TURLAG,1995-02-20,sftur.no
387,sggn.no,971526211,ST GEORGS GILDENE I NORGE,1995-02-20,sggn.no
388,sglive.no,892996792,SKJÆRGÅRDS LIVE,2008-09-18,sglive.no
389,sgrailing.no,980418839,SG RAILING AS,1999-02-02,sgrailing.no
390,shaas.no,958442483,STEIN HAMRE ARKITEKTKONTOR AS,1995-02-19,shaas.no
391,shakespeare.no,981203186,DET NORSKE SHAKESPEARESELSKAP,1999-11-06,shakespeare.no
392,shakespearetidsskrift.no,918642900,NORSK SHAKESPEARE- OG TEATERTIDSSKRIFT,2017-05-09,shakespearetidsskrift.no
393,shanghaiwok.no,998551943,SHANGHAI WOK AS,2012-06-27,shanghaiwok.no
394,sharecontrol.no,813630192,SHARE CONTROL AS,2014-05-14,sharecontrol.no
395,shbf.no,987434821,SKJÆRHALDEN BÅTFORENING,2004-11-17,shbf.no
398,sherpamarketing.no,918486844,SHERPA MARKETING AS,2017-02-01,sherpamarketing.no
399,shipbroker.no,874952702,NORSK SKIPSMEGLERFORBUND,1999-11-09,shipbroker.no
402,shippingoffshorenetwork.no,987903260,SHIPPING & OFFSHORE NETWORK,2005-02-28,shippingoffshorenetwork.no
403,shmsolutions.no,812193082,SHM SOLUTIONS AS,2013-07-08,shmsolutions.no
404,shoebar.no,992409436,SHOEBAR AS,2008-03-26,shoebar.no
405,shoecare.no,816553652,MOTE I EUROPA AB,2016-05-24,shoecare.no
406,show-teknikk.no,992952776,SHOW-TEKNIKK AS,2008-08-07,show-teknikk.no
407,showfabrikken.no,995283360,SHOWFABRIKKEN MEDIA AS,2010-03-12,showfabrikken.no
416,sic.no,971554770,STAVANGER INTERNATIONAL CHURCH,1995-02-20,sic.no
417,sicodata.no,946270687,Sico-Data A/S,1995-02-19,sicodata.no
418,sicra.no,917626952,SICRA AS,2016-08-27,sicra.no
419,sidebrok.no,987128054,SIDE BROK DA,2004-08-25,sidebrok.no
420,sidsel.no,980339882,SIDSEL WALSTAD,1998-12-05,sidsel.no
421,sidselhoivik.no,915859089,SIDSELHOIVIK.NO AS,2015-09-03,sidselhoivik.no
